loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
,2.0, Graduate, Yes,,17500000.0,20.0,,400000.0,6900000.0,,7000000.0, Rejected
2449.0,, Graduate, Yes,6100000.0,14400000.0,16.0,,9200000.0,2800000.0,23800000.0,5600000.0, Rejected
,, Graduate, Yes,,12700000.0,16.0,,11700000.0,100000.0,18100000.0,, Approved
2451.0,5.0, Not Graduate, Yes,4100000.0,12400000.0,8.0,309.0,8200000.0,,13000000.0,3300000.0, Rejected
,5.0,, No,3200000.0,7400000.0,,838.0,,,10200000.0,3600000.0, Approved
,,, Yes,7500000.0,21600000.0,14.0,678.0,8800000.0,12100000.0,20100000.0,, Approved
,2.0,, Yes,1500000.0,4500000.0,,826.0,3200000.0,1700000.0,4600000.0,1600000.0, Approved
2455.0,4.0, Graduate, Yes,,3100000.0,16.0,348.0,1200000.0,2200000.0,3500000.0,1700000.0, Rejected
,1.0,, Yes,8400000.0,19700000.0,6.0,476.0,24700000.0,16500000.0,31800000.0,,
2457.0,0.0, Not Graduate, Yes,7900000.0,26300000.0,8.0,666.0,4600000.0,9200000.0,18400000.0,11800000.0, Approved
2458.0,1.0,, Yes,,4300000.0,20.0,896.0,100000.0,2300000.0,7500000.0,2300000.0, Approved
,2.0, Graduate, No,,,20.0,547.0,800000.0,1200000.0,5200000.0,,
2460.0,2.0,, Yes,3700000.0,13900000.0,2.0,405.0,5900000.0,3200000.0,9100000.0,5500000.0, Approved
2461.0,5.0, Graduate, No,1100000.0,4000000.0,,498.0,,,2300000.0,700000.0, Rejected
2462.0,5.0,,,6500000.0,24800000.0,8.0,779.0,7000000.0,9600000.0,15700000.0,8800000.0, Approved
2463.0,0.0, Not Graduate, Yes,8200000.0,31500000.0,8.0,,11500000.0,8800000.0,19000000.0,6100000.0,
2464.0,2.0, Not Graduate, No,5000000.0,12400000.0,8.0,709.0,11300000.0,6800000.0,13300000.0,4200000.0, Approved
2465.0,1.0, Not Graduate,,1500000.0,6000000.0,,,2600000.0,,,1900000.0, Rejected
2466.0,5.0, Not Graduate, No,3700000.0,9100000.0,,368.0,,2400000.0,8400000.0,, Rejected
2467.0,3.0, Graduate, Yes,4100000.0,14600000.0,16.0,760.0,4700000.0,6600000.0,14900000.0,3000000.0,
,2.0, Not Graduate, No,7200000.0,16800000.0,6.0,796.0,6600000.0,6100000.0,14400000.0,9800000.0,
2469.0,1.0, Graduate, No,2000000.0,5000000.0,6.0,876.0,500000.0,2900000.0,5800000.0,1500000.0, Approved
2470.0,3.0, Not Graduate, No,,4700000.0,14.0,673.0,,,5900000.0,1500000.0,
2471.0,, Graduate,,5100000.0,11500000.0,4.0,747.0,5000000.0,,14100000.0,, Approved
2472.0,1.0, Not Graduate, No,6000000.0,13600000.0,12.0,589.0,9000000.0,300000.0,12600000.0,7100000.0, Approved
,1.0, Graduate, No,,,8.0,,13600000.0,400000.0,15500000.0,2400000.0, Rejected
,,, Yes,900000.0,2300000.0,12.0,900.0,,0.0,,1100000.0, Approved
2475.0,1.0,, Yes,,25000000.0,18.0,,,2200000.0,21700000.0,4700000.0,
2476.0,2.0,, No,6400000.0,25000000.0,12.0,,13500000.0,5500000.0,25500000.0,5400000.0,
2477.0,2.0, Graduate, Yes,8700000.0,26400000.0,2.0,778.0,8500000.0,2400000.0,28800000.0,10300000.0, Approved
2478.0,4.0, Graduate, Yes,7300000.0,17200000.0,,831.0,18500000.0,4300000.0,23000000.0,5200000.0, Approved
2479.0,5.0, Graduate,,,27100000.0,4.0,320.0,19800000.0,14600000.0,25200000.0,, Approved
,2.0,, No,,,16.0,656.0,7700000.0,,6400000.0,3600000.0, Approved
2481.0,3.0, Graduate, No,3400000.0,8900000.0,,896.0,4200000.0,4800000.0,,4200000.0,
2482.0,,,,,7400000.0,4.0,,3300000.0,2700000.0,6300000.0,, Approved
2483.0,2.0, Not Graduate, No,3100000.0,10500000.0,,751.0,5500000.0,5900000.0,,1600000.0, Approved
2484.0,5.0, Not Graduate, No,,17400000.0,2.0,,10600000.0,7000000.0,10900000.0,5200000.0, Approved
2485.0,5.0, Graduate, No,,10500000.0,6.0,,7700000.0,2100000.0,10900000.0,, Approved
2486.0,2.0, Not Graduate, No,5700000.0,20400000.0,2.0,630.0,3000000.0,3100000.0,22600000.0,2900000.0, Approved
2487.0,3.0, Graduate, Yes,2300000.0,8000000.0,,472.0,,3300000.0,7700000.0,1800000.0, Rejected
2488.0,, Not Graduate, Yes,6600000.0,,16.0,,,1100000.0,,9700000.0,
2489.0,2.0,, Yes,2700000.0,6400000.0,18.0,547.0,5000000.0,1700000.0,9200000.0,1700000.0,
2490.0,1.0, Not Graduate, Yes,800000.0,2800000.0,16.0,726.0,2000000.0,1300000.0,,1200000.0, Approved
2491.0,1.0, Graduate, No,6600000.0,18500000.0,8.0,712.0,2300000.0,3200000.0,24400000.0,7600000.0, Approved
2492.0,3.0, Graduate, No,3900000.0,10700000.0,6.0,,10600000.0,1900000.0,12500000.0,2700000.0, Approved
2493.0,5.0, Not Graduate, No,,600000.0,16.0,,0.0,0.0,500000.0,200000.0, Rejected
2494.0,3.0, Graduate, No,2000000.0,4200000.0,6.0,831.0,1300000.0,1700000.0,6900000.0,, Approved
,2.0,, Yes,9100000.0,20900000.0,20.0,632.0,4200000.0,400000.0,30000000.0,13200000.0, Approved
,3.0, Graduate, No,4700000.0,10800000.0,,527.0,13300000.0,,13600000.0,4800000.0, Rejected
2497.0,3.0, Not Graduate, Yes,3200000.0,11100000.0,,708.0,8900000.0,,,1500000.0, Approved
2498.0,2.0, Not Graduate, No,1700000.0,4200000.0,14.0,829.0,200000.0,1600000.0,4600000.0,1600000.0, Approved
,1.0, Not Graduate, No,2600000.0,8100000.0,12.0,854.0,4500000.0,5100000.0,6300000.0,,
,3.0,, Yes,2700000.0,6700000.0,14.0,899.0,,4200000.0,6000000.0,2000000.0, Approved
2501.0,,, Yes,3600000.0,13400000.0,6.0,589.0,3600000.0,0.0,11200000.0,4000000.0, Approved
2502.0,4.0, Graduate,,7200000.0,26000000.0,6.0,571.0,4700000.0,0.0,,4200000.0, Approved
2503.0,2.0, Not Graduate, Yes,2500000.0,6400000.0,,708.0,6900000.0,200000.0,9900000.0,3500000.0, Approved
2504.0,, Not Graduate, No,5500000.0,,16.0,328.0,2400000.0,,10900000.0,3700000.0, Rejected
,3.0, Graduate, Yes,9200000.0,33500000.0,8.0,,20800000.0,15200000.0,29800000.0,11400000.0,
2506.0,3.0,, No,9000000.0,19000000.0,8.0,693.0,18300000.0,4500000.0,29600000.0,7200000.0, Approved
2507.0,4.0, Not Graduate,,,15000000.0,14.0,626.0,16400000.0,4600000.0,17600000.0,8200000.0,
2508.0,4.0, Graduate, No,5600000.0,15600000.0,,470.0,,10700000.0,14600000.0,7000000.0, Rejected
2509.0,2.0,,,3200000.0,12500000.0,,,400000.0,5300000.0,10400000.0,4400000.0, Approved
2510.0,5.0,, No,9100000.0,,16.0,547.0,,7000000.0,31900000.0,, Rejected
2511.0,, Not Graduate,,4600000.0,,2.0,417.0,5600000.0,,11800000.0,6600000.0, Approved
2512.0,, Graduate, No,7300000.0,14900000.0,2.0,358.0,13600000.0,12300000.0,20400000.0,7300000.0, Rejected
2513.0,, Not Graduate, Yes,1300000.0,3100000.0,16.0,826.0,,1700000.0,,, Approved
2514.0,0.0, Not Graduate, No,,4200000.0,6.0,836.0,1300000.0,1900000.0,6800000.0,2000000.0, Approved
2515.0,3.0, Graduate,,500000.0,1700000.0,10.0,,400000.0,300000.0,1400000.0,300000.0, Rejected
2516.0,2.0, Not Graduate, Yes,5700000.0,20500000.0,20.0,581.0,,7800000.0,11400000.0,8500000.0, Approved
2517.0,4.0, Graduate,,300000.0,1100000.0,4.0,359.0,100000.0,0.0,1000000.0,200000.0, Approved
2518.0,, Graduate, Yes,2100000.0,7100000.0,10.0,,1200000.0,2900000.0,5400000.0,1400000.0, Rejected
2519.0,1.0, Not Graduate, Yes,5700000.0,20100000.0,14.0,442.0,11700000.0,7300000.0,17900000.0,6500000.0, Rejected
2520.0,1.0, Not Graduate,,1100000.0,2700000.0,16.0,346.0,1900000.0,300000.0,,800000.0,
2521.0,5.0, Graduate, No,9300000.0,34000000.0,,742.0,4200000.0,600000.0,,8200000.0, Approved
2522.0,1.0, Graduate, Yes,,8100000.0,10.0,626.0,,5500000.0,7200000.0,2900000.0, Approved
2523.0,0.0, Not Graduate, Yes,8200000.0,,4.0,619.0,9000000.0,1100000.0,23000000.0,6300000.0, Approved
2524.0,2.0, Not Graduate, Yes,7500000.0,17900000.0,20.0,734.0,9100000.0,5500000.0,23000000.0,4900000.0, Approved
2525.0,, Graduate, Yes,7000000.0,25600000.0,,420.0,15100000.0,,15300000.0,8700000.0, Rejected
2526.0,, Not Graduate, Yes,3900000.0,8300000.0,,,3900000.0,,10400000.0,5600000.0, Approved
2527.0,, Graduate, Yes,4700000.0,13200000.0,12.0,440.0,,3300000.0,16600000.0,4300000.0, Rejected
2528.0,5.0, Not Graduate, Yes,1700000.0,5200000.0,16.0,,1700000.0,1200000.0,4000000.0,1000000.0,
,0.0,, No,2500000.0,7800000.0,8.0,437.0,5800000.0,,5800000.0,3300000.0, Rejected
2530.0,1.0, Not Graduate, Yes,400000.0,1400000.0,12.0,468.0,700000.0,0.0,1500000.0,400000.0,
,0.0,, Yes,2400000.0,,8.0,368.0,2200000.0,,,3300000.0, Rejected
,4.0, Graduate, No,5700000.0,21900000.0,2.0,871.0,3200000.0,1700000.0,14400000.0,6100000.0, Approved
2533.0,1.0, Graduate,,9800000.0,37900000.0,,,,12200000.0,26100000.0,8500000.0, Approved
2534.0,5.0, Graduate, No,9000000.0,32800000.0,,,10600000.0,4100000.0,18900000.0,11500000.0, Approved
,3.0, Not Graduate, No,800000.0,3000000.0,14.0,,1200000.0,,2600000.0,400000.0,
2536.0,1.0, Graduate,,1600000.0,,14.0,673.0,1900000.0,2700000.0,3700000.0,, Approved
2537.0,, Graduate, Yes,9800000.0,34100000.0,20.0,,21500000.0,9400000.0,33400000.0,13600000.0, Approved
2538.0,5.0, Not Graduate, Yes,2900000.0,,12.0,678.0,3400000.0,3000000.0,10900000.0,3700000.0, Approved
2539.0,4.0,, Yes,3900000.0,12000000.0,14.0,893.0,6000000.0,4700000.0,12900000.0,, Approved
2540.0,0.0, Graduate, Yes,3300000.0,9000000.0,18.0,754.0,6100000.0,3900000.0,6900000.0,4700000.0, Approved
2541.0,,, Yes,700000.0,2200000.0,,617.0,1600000.0,400000.0,2400000.0,, Approved
2542.0,3.0, Not Graduate, Yes,,,20.0,661.0,14600000.0,3400000.0,28900000.0,, Approved
2543.0,, Graduate, Yes,4000000.0,12100000.0,12.0,356.0,10500000.0,,,, Rejected
2544.0,0.0, Not Graduate,,1900000.0,6300000.0,16.0,,,100000.0,5100000.0,1900000.0, Approved
2545.0,0.0,,,,14600000.0,2.0,730.0,9200000.0,4000000.0,,5400000.0, Approved
,5.0, Not Graduate, No,7400000.0,18000000.0,2.0,,,9400000.0,19900000.0,5300000.0, Approved
2547.0,5.0, Not Graduate, Yes,5900000.0,,,798.0,15900000.0,5000000.0,12300000.0,, Approved
2548.0,2.0, Not Graduate,,,,12.0,,600000.0,1600000.0,5500000.0,1300000.0, Rejected
2549.0,2.0,,,1800000.0,5500000.0,,448.0,,300000.0,,1300000.0, Rejected
2550.0,0.0, Graduate, Yes,,3100000.0,,525.0,1900000.0,,2800000.0,1400000.0, Rejected
2551.0,, Graduate,,,19200000.0,20.0,,2200000.0,4800000.0,29200000.0,7000000.0, Rejected
2552.0,5.0, Graduate, No,2700000.0,10600000.0,,,800000.0,2900000.0,9700000.0,2400000.0, Rejected
,1.0, Not Graduate, Yes,,,8.0,543.0,2900000.0,100000.0,,2700000.0, Rejected
2554.0,5.0, Graduate, No,7000000.0,18400000.0,12.0,520.0,4700000.0,11900000.0,17000000.0,3800000.0, Rejected
2555.0,4.0,, Yes,5000000.0,18000000.0,,,5300000.0,5600000.0,12800000.0,3300000.0,
2556.0,, Graduate, No,1800000.0,5700000.0,14.0,502.0,,1100000.0,4400000.0,, Rejected
2557.0,2.0,,,,12000000.0,6.0,,3400000.0,3800000.0,18000000.0,2300000.0, Rejected
2558.0,2.0, Not Graduate, Yes,,23100000.0,4.0,304.0,14400000.0,7100000.0,24300000.0,10000000.0,
2559.0,5.0,, No,5800000.0,17500000.0,10.0,719.0,5800000.0,,12400000.0,3100000.0, Approved
2560.0,0.0, Graduate, Yes,5900000.0,,18.0,855.0,,,14500000.0,4000000.0, Approved
2561.0,4.0, Not Graduate, No,6000000.0,15800000.0,,,6800000.0,4800000.0,13200000.0,,
,,, Yes,700000.0,1400000.0,10.0,523.0,,1100000.0,1600000.0,900000.0, Rejected
2563.0,0.0, Not Graduate, Yes,3700000.0,13100000.0,14.0,,10600000.0,,,4900000.0, Rejected
2564.0,0.0, Graduate, Yes,7100000.0,19300000.0,6.0,783.0,3900000.0,4800000.0,21800000.0,5000000.0, Approved
2565.0,,, Yes,1100000.0,3900000.0,2.0,538.0,400000.0,1300000.0,4300000.0,1600000.0, Approved
2566.0,3.0, Not Graduate, Yes,9500000.0,,,506.0,16800000.0,800000.0,32700000.0,11000000.0, Rejected
2567.0,, Not Graduate, Yes,2200000.0,8600000.0,2.0,,1400000.0,3000000.0,4700000.0,2100000.0, Approved
2568.0,4.0, Not Graduate,,,20000000.0,8.0,666.0,3800000.0,4700000.0,18000000.0,, Approved
2569.0,3.0, Not Graduate, Yes,4400000.0,,,561.0,,8000000.0,12000000.0,, Approved
2570.0,5.0,, No,5000000.0,10800000.0,10.0,345.0,,5000000.0,,6300000.0, Rejected
2571.0,, Not Graduate,,6100000.0,12500000.0,14.0,862.0,11300000.0,1500000.0,21900000.0,6800000.0, Approved
2572.0,3.0,, No,8100000.0,,10.0,686.0,20400000.0,8700000.0,19200000.0,, Approved
2573.0,4.0, Graduate, Yes,7000000.0,,8.0,708.0,17600000.0,2600000.0,24300000.0,4500000.0,
2574.0,4.0, Not Graduate, No,5600000.0,14800000.0,20.0,656.0,9600000.0,9200000.0,11600000.0,6500000.0, Approved
2575.0,4.0, Graduate,,,7000000.0,,743.0,2600000.0,1000000.0,4500000.0,1500000.0, Approved
,2.0,, No,3600000.0,12100000.0,,408.0,10100000.0,4200000.0,13000000.0,5400000.0, Rejected
2577.0,,, No,,1300000.0,14.0,408.0,1000000.0,300000.0,1600000.0,900000.0, Rejected
2578.0,1.0,, Yes,4900000.0,16500000.0,12.0,439.0,7500000.0,1400000.0,10300000.0,7200000.0,
,3.0, Graduate, Yes,,7100000.0,6.0,415.0,2000000.0,5700000.0,9500000.0,2500000.0, Rejected
2580.0,0.0, Not Graduate, Yes,3800000.0,10600000.0,,490.0,3300000.0,6500000.0,14400000.0,3100000.0, Rejected
,1.0, Graduate, Yes,7600000.0,30000000.0,,884.0,13300000.0,3600000.0,17200000.0,, Approved
2582.0,4.0, Graduate,,7800000.0,25400000.0,18.0,,3000000.0,14000000.0,,7200000.0, Rejected
,0.0, Graduate, No,6800000.0,21700000.0,,730.0,17500000.0,1300000.0,18600000.0,, Approved
2584.0,4.0, Graduate, Yes,5900000.0,17300000.0,20.0,657.0,1500000.0,5600000.0,13000000.0,4100000.0, Approved
2585.0,2.0, Not Graduate,,,16800000.0,10.0,480.0,2200000.0,8900000.0,12600000.0,2700000.0, Rejected
2586.0,3.0, Not Graduate, Yes,,3100000.0,16.0,,1300000.0,100000.0,3000000.0,,
2587.0,1.0, Not Graduate, Yes,9800000.0,,,629.0,28000000.0,4100000.0,,11200000.0, Approved
2588.0,1.0,,,1200000.0,4700000.0,2.0,667.0,1100000.0,300000.0,4200000.0,, Approved
2589.0,0.0, Not Graduate, No,4700000.0,11500000.0,18.0,559.0,7500000.0,0.0,18700000.0,2600000.0, Approved
,4.0, Graduate,,6700000.0,,,791.0,0.0,13000000.0,20700000.0,5200000.0, Approved
2591.0,0.0, Not Graduate, Yes,,11300000.0,6.0,,6200000.0,400000.0,10400000.0,5400000.0, Rejected
2592.0,2.0, Graduate, No,7400000.0,16000000.0,20.0,358.0,16700000.0,,26800000.0,4300000.0,
2593.0,, Not Graduate, No,3300000.0,11700000.0,14.0,439.0,4000000.0,6300000.0,8300000.0,1700000.0, Rejected
2594.0,2.0,, Yes,4800000.0,15300000.0,,503.0,3300000.0,4000000.0,12000000.0,4300000.0, Rejected
2595.0,4.0, Graduate, Yes,4600000.0,11900000.0,6.0,810.0,11200000.0,8200000.0,17500000.0,, Approved
,1.0, Graduate, Yes,8000000.0,30600000.0,,302.0,12700000.0,13100000.0,23900000.0,6800000.0, Rejected
2597.0,0.0, Not Graduate,,4100000.0,,,,10900000.0,6400000.0,,3500000.0, Rejected
2598.0,4.0, Not Graduate, No,2600000.0,7200000.0,16.0,612.0,1300000.0,1000000.0,5800000.0,1400000.0, Approved
2599.0,3.0,, No,1300000.0,5000000.0,,686.0,2700000.0,2000000.0,4100000.0,900000.0,
2600.0,0.0, Graduate, Yes,2300000.0,4900000.0,12.0,409.0,3300000.0,2400000.0,4700000.0,, Rejected
2601.0,, Graduate, No,300000.0,900000.0,6.0,492.0,,300000.0,700000.0,, Rejected
2602.0,0.0, Graduate, Yes,7000000.0,,,498.0,6600000.0,,14700000.0,3900000.0, Rejected
2603.0,3.0,, Yes,,10900000.0,18.0,611.0,,6300000.0,,3000000.0, Approved
2604.0,, Not Graduate,,5100000.0,,6.0,776.0,7600000.0,400000.0,10500000.0,, Approved
2605.0,1.0, Not Graduate, No,5900000.0,13000000.0,,779.0,10800000.0,11600000.0,,6600000.0,
2606.0,3.0,, Yes,7800000.0,27200000.0,16.0,,3600000.0,,21800000.0,, Approved
2607.0,4.0, Graduate, Yes,2200000.0,5100000.0,6.0,308.0,3200000.0,2600000.0,6600000.0,3100000.0, Rejected
2608.0,4.0, Not Graduate, No,5400000.0,12600000.0,,786.0,300000.0,,21000000.0,6600000.0, Approved
2609.0,1.0, Not Graduate,,7400000.0,29100000.0,8.0,597.0,12100000.0,4800000.0,16300000.0,7000000.0, Approved
,4.0, Graduate, No,5800000.0,12000000.0,12.0,811.0,9400000.0,8800000.0,,, Approved
2611.0,1.0, Graduate, Yes,5800000.0,13000000.0,,862.0,,8400000.0,12000000.0,3900000.0, Approved
2612.0,3.0, Not Graduate,,,14200000.0,12.0,369.0,,200000.0,,3000000.0, Rejected
2613.0,1.0,, Yes,7400000.0,23900000.0,,687.0,20800000.0,,,5600000.0,
2614.0,0.0, Not Graduate, Yes,9600000.0,19600000.0,12.0,,21500000.0,700000.0,37600000.0,10900000.0, Rejected
,2.0, Not Graduate, Yes,,500000.0,6.0,746.0,400000.0,0.0,500000.0,, Approved
2616.0,, Not Graduate, No,700000.0,2100000.0,14.0,619.0,1900000.0,700000.0,,1000000.0, Approved
2617.0,2.0, Not Graduate, No,7600000.0,16700000.0,20.0,692.0,9900000.0,,25100000.0,7400000.0, Approved
,1.0, Not Graduate, Yes,1400000.0,3300000.0,,,900000.0,1500000.0,3000000.0,700000.0, Rejected
2619.0,2.0, Not Graduate,,3800000.0,15000000.0,14.0,730.0,,2900000.0,,, Approved
2620.0,3.0, Not Graduate,,2700000.0,10800000.0,6.0,480.0,4400000.0,0.0,10300000.0,,
,2.0, Not Graduate, Yes,5000000.0,,2.0,753.0,12600000.0,9000000.0,11500000.0,5700000.0, Approved
2622.0,, Graduate, Yes,9000000.0,28900000.0,6.0,637.0,11300000.0,1200000.0,,4800000.0, Approved
,, Graduate, No,3700000.0,9000000.0,6.0,,9300000.0,400000.0,,3600000.0, Rejected
2624.0,4.0, Not Graduate, Yes,300000.0,1100000.0,4.0,315.0,700000.0,100000.0,900000.0,,
2625.0,4.0,, No,,4100000.0,8.0,777.0,2200000.0,,3600000.0,1900000.0, Approved
2626.0,2.0, Graduate, No,,17700000.0,4.0,,20900000.0,11800000.0,25600000.0,,
2627.0,4.0, Graduate,,,7700000.0,8.0,493.0,4300000.0,400000.0,4400000.0,1300000.0, Rejected
2628.0,0.0, Graduate, Yes,900000.0,3100000.0,4.0,355.0,1700000.0,100000.0,,500000.0, Approved
,3.0, Graduate, No,9900000.0,,18.0,557.0,18300000.0,8600000.0,23000000.0,9100000.0, Approved
2630.0,, Not Graduate, Yes,5600000.0,20000000.0,20.0,606.0,7100000.0,500000.0,20000000.0,7600000.0, Approved
2631.0,,, Yes,6000000.0,,,743.0,,2600000.0,20600000.0,2900000.0, Approved
2632.0,5.0, Not Graduate,,5700000.0,18400000.0,4.0,579.0,,4000000.0,17200000.0,, Approved
2633.0,0.0, Graduate, Yes,9000000.0,,20.0,734.0,2800000.0,5900000.0,25300000.0,10300000.0, Approved
2634.0,0.0, Graduate,,7300000.0,,2.0,490.0,7600000.0,1400000.0,21800000.0,, Rejected
,5.0, Graduate, No,5300000.0,,16.0,802.0,11200000.0,7100000.0,21100000.0,4100000.0, Approved
2636.0,1.0,, Yes,3500000.0,,16.0,867.0,500000.0,6600000.0,9500000.0,2100000.0,
2637.0,0.0, Not Graduate, No,1000000.0,2200000.0,12.0,302.0,,,3700000.0,1400000.0,
2638.0,0.0, Not Graduate,,5100000.0,19900000.0,12.0,867.0,1800000.0,7100000.0,18300000.0,5700000.0,
,0.0, Graduate, Yes,2900000.0,9900000.0,8.0,312.0,1800000.0,4500000.0,11200000.0,3700000.0, Rejected
2640.0,, Not Graduate, No,7600000.0,19100000.0,,762.0,14800000.0,15000000.0,,7300000.0, Approved
,5.0,,,6000000.0,,18.0,462.0,15400000.0,9700000.0,,3500000.0,
2642.0,1.0, Graduate,,,18200000.0,,,4300000.0,5800000.0,15500000.0,5200000.0, Approved
2643.0,3.0, Not Graduate,,1900000.0,7400000.0,18.0,592.0,2300000.0,3000000.0,6000000.0,1800000.0, Approved
,4.0, Graduate, No,600000.0,1400000.0,4.0,507.0,200000.0,,1700000.0,400000.0,
2645.0,,, Yes,4100000.0,11400000.0,14.0,505.0,8100000.0,7500000.0,,5500000.0, Rejected
,0.0, Not Graduate, Yes,,,8.0,467.0,900000.0,400000.0,3100000.0,800000.0,
2647.0,, Not Graduate,,,22900000.0,16.0,543.0,2500000.0,11000000.0,,8500000.0, Rejected
2648.0,4.0, Graduate, Yes,300000.0,1100000.0,12.0,674.0,600000.0,0.0,800000.0,, Approved
2649.0,3.0,, No,6100000.0,13500000.0,,717.0,,4200000.0,16100000.0,3400000.0,
2650.0,5.0, Not Graduate,,4800000.0,17000000.0,10.0,666.0,6800000.0,5400000.0,12400000.0,2900000.0,
,,, No,4500000.0,17300000.0,,830.0,200000.0,4200000.0,12000000.0,, Approved
2652.0,, Graduate, No,,,16.0,383.0,8300000.0,500000.0,9200000.0,2300000.0, Rejected
2653.0,2.0, Graduate, Yes,7000000.0,,8.0,,13000000.0,13600000.0,20600000.0,5000000.0,
2654.0,2.0, Not Graduate, No,4400000.0,,18.0,799.0,6300000.0,7800000.0,10800000.0,2400000.0, Approved
,5.0, Graduate, No,,19400000.0,6.0,510.0,14700000.0,7000000.0,13600000.0,3700000.0, Rejected
2656.0,0.0, Not Graduate, Yes,2600000.0,5900000.0,,,,,7300000.0,3800000.0,
2657.0,3.0, Not Graduate, No,3300000.0,,2.0,554.0,6000000.0,2500000.0,6700000.0,3800000.0,
,1.0, Not Graduate, Yes,,,6.0,344.0,2900000.0,1700000.0,3200000.0,1300000.0, Rejected
2659.0,, Graduate,,,8600000.0,8.0,,9100000.0,5200000.0,15000000.0,, Approved
2660.0,, Not Graduate, Yes,8400000.0,,10.0,514.0,2500000.0,6400000.0,,7200000.0,
2661.0,, Graduate,,600000.0,1800000.0,18.0,796.0,1000000.0,700000.0,1200000.0,, Approved
2662.0,2.0, Graduate, Yes,,16200000.0,12.0,802.0,2300000.0,5400000.0,14800000.0,6700000.0, Approved
,3.0,, No,4200000.0,12500000.0,,,,5100000.0,10900000.0,2400000.0, Rejected
2664.0,2.0, Graduate, No,4300000.0,14700000.0,,871.0,4100000.0,7300000.0,13900000.0,4400000.0,
,0.0, Not Graduate, No,800000.0,2900000.0,2.0,,,900000.0,2700000.0,, Approved
2666.0,0.0, Not Graduate, Yes,9300000.0,32000000.0,8.0,,24800000.0,,34900000.0,12400000.0,
2667.0,5.0, Not Graduate,,6200000.0,,2.0,468.0,3300000.0,12300000.0,13900000.0,5500000.0,
2668.0,3.0, Graduate, Yes,3500000.0,10200000.0,12.0,645.0,10400000.0,5700000.0,10000000.0,, Approved
2669.0,2.0, Graduate,,3600000.0,,18.0,,4400000.0,,,, Approved
2670.0,5.0, Graduate, Yes,,,,348.0,3500000.0,,31600000.0,11400000.0, Rejected
2671.0,5.0, Graduate, Yes,,1400000.0,10.0,877.0,1400000.0,400000.0,2000000.0,700000.0,
2672.0,0.0, Not Graduate, Yes,3800000.0,14900000.0,,,7800000.0,600000.0,12400000.0,2800000.0, Approved
2673.0,, Graduate, Yes,1400000.0,3500000.0,12.0,610.0,1200000.0,600000.0,3800000.0,1400000.0, Approved
2674.0,1.0,, No,6300000.0,,,742.0,1500000.0,7100000.0,21800000.0,4300000.0,
2675.0,1.0, Not Graduate, Yes,2800000.0,,18.0,,4000000.0,4900000.0,7100000.0,, Approved
,4.0, Graduate, Yes,5400000.0,17100000.0,2.0,533.0,13800000.0,5100000.0,12200000.0,4700000.0, Approved
2677.0,, Not Graduate,,6300000.0,23900000.0,16.0,656.0,,9300000.0,15200000.0,5100000.0, Approved
2678.0,3.0, Graduate, Yes,3900000.0,14300000.0,18.0,785.0,10900000.0,7600000.0,13900000.0,4900000.0, Approved
2679.0,2.0, Graduate, Yes,4200000.0,15700000.0,2.0,,7000000.0,700000.0,13300000.0,, Approved
2680.0,, Graduate, No,,8100000.0,18.0,768.0,400000.0,,,, Approved
2681.0,1.0, Graduate,,3400000.0,,,640.0,7700000.0,,7800000.0,4400000.0, Approved
2682.0,4.0, Not Graduate, No,1500000.0,,,885.0,100000.0,2800000.0,3800000.0,1900000.0,
,3.0, Not Graduate, Yes,900000.0,2000000.0,,772.0,2300000.0,700000.0,3500000.0,800000.0,
2684.0,4.0, Graduate, Yes,7800000.0,25600000.0,4.0,665.0,1000000.0,,,8200000.0, Approved
2685.0,1.0, Not Graduate,,3500000.0,10500000.0,,,8300000.0,4000000.0,7600000.0,2100000.0, Rejected
,1.0, Not Graduate, No,8400000.0,,14.0,698.0,20600000.0,5900000.0,17300000.0,,
2687.0,4.0,, Yes,,21300000.0,20.0,332.0,3600000.0,9100000.0,,8000000.0, Rejected
2688.0,1.0, Not Graduate, No,,28300000.0,6.0,536.0,,9300000.0,27300000.0,,
2689.0,5.0, Not Graduate, Yes,,6500000.0,10.0,796.0,2400000.0,2800000.0,7300000.0,2700000.0, Approved
,2.0, Not Graduate, Yes,,19900000.0,8.0,486.0,12100000.0,8100000.0,20100000.0,6600000.0, Rejected
,0.0,,,8300000.0,16800000.0,18.0,422.0,,10600000.0,,11400000.0, Rejected
2692.0,, Not Graduate, Yes,5300000.0,18500000.0,6.0,501.0,6700000.0,8600000.0,,, Rejected
2693.0,1.0, Not Graduate, Yes,9700000.0,,4.0,,15100000.0,,23300000.0,, Approved
,3.0, Not Graduate, Yes,,16500000.0,18.0,,,1200000.0,18500000.0,8200000.0,
2695.0,5.0, Graduate, No,3400000.0,6900000.0,14.0,312.0,1800000.0,400000.0,10300000.0,3800000.0,
2696.0,5.0, Graduate, No,2800000.0,11000000.0,12.0,753.0,3900000.0,4600000.0,10700000.0,, Approved
,0.0, Not Graduate, Yes,,5200000.0,16.0,740.0,6300000.0,,7500000.0,, Approved
